(1),(2),(3a),(3b),(4),(5),(6),(7a),(7b),(8),(9a),(9b),(10),(11),(12),(13),(14),(15),(16),(17),(18),(19 ADR),(19 RID),(20),(1) 
1994,JERNPENTAKARBONYL,6.1,TF1,I,"6.1
+3",354,0,E0,"P601
",,MP2,T22,TP2,L15CH,"TU14
TU15
TU31
TE19
TE21
TE25
TM3
TU38
TE22",FL,"1
(C/D)",,,"CV1(ADR)
CV13
CV28
CV31","S2
S9
S14",,663,1994
1999,"TJÆRER, FLYTENDE, inkludert veioljer og bitumenløsninger",3,F1,III,3,,5 L,E1,"P001
IBC03 LP01
R001",,MP19,T1,TP3,LGBF,,FL,"3
(D/E)",V12,,,S2,CE4,30,1999
1999,"TJÆRER, FLYTENDE, inkludert veioljer og bitumenløsninger (flamme­punkt under 23 ºC og viskøs i henhold til 2.2.3.1.4) (damptrykk ved 50 ºC over 110 kPa)",3,F1,III,3,,5 L,E1,"P001
R001",,MP19,,,,,,"3
(E)",,,,S2,CE4,33,1999
1999,"TJÆRER, FLYTENDE, inkludert veioljer og bitumenløsninger (damptrykk ved 50ºC over 110 kPa)",3,F1,II,3,640C,5 L,E2,P001,,MP19,T3,"TP3
TP29","L1,5BN",,FL,"2
(D/E)",,,,"S2
S20",CE7,33,1999
1999,"TJÆRER, FLYTENDE, inkludert veioljer og bitumenløsninger (damptrykk ved 50ºC ikke over 110 kPa)",3,F1,II,3,640D,5 L,E2,"P001
IBC02 R001",,MP19,T3,"TP3
TP29",LGBF,,FL,"2
(D/E)",,,,"S2
S20",CE7,33,1999
1999,"TJÆRER, FLYTENDE, inkludert veioljer og bitumenløsninger (flamme­punkt under 23 ºC og viskøs i henhold til 2.2.3.1.4) (damptrykk ved 50ºC ikke over 110 kPa)",3,F1,III,3,,5 L,E1,"P001
IBC02
R001","
BB4",MP19,,,,,,"3
(E)",,,,S2,CE4,33,1999
2000,"CELLULOID i blokker, stenger, ruller, plater, rør etc., unntatt avfall",4.1,F1,III,4.1,"383
502",5 kg,E1,"P002
LP02
R001",PP7,MP11,,,,,,"3
(E)",V1,,,,CE11,40,2000
2001,"KOBOLTNAFTENAT, PULVER",4.1,F3,III,4.1,,5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP11,T1,TP33,SGAV,,AT,"3
(E)",V1,"VC1
VC2",,,CE11,40,2001
2002,"CELLULOID, AVFALL",4.2,S2,III,4.2,"526
592",0,E0,"P002
IBC08
LP02
R001","PP8
B3",MP14,,,,,,"3
(E)",V1,,,,CE11,40,2002
2004,MAGNESIUMDIAMID,4.2,S4,II,4.2,,0,E2,"P410
IBC06",,MP14,T3,TP33,SGAN,,AT,"2
(D/E)",V1,,,,CE10,40,2004
2006,"PLAST PÅ NITROCELLULOSEBASIS, SELVOPPHETENDE, N.O.S.",4.2,S2,III,4.2,"274
528",0,E0,"P002
R001",,MP14,,,,,,"3
(E)",V1,,,,CE11,40,2006
2008,"ZIRKONIUMPULVER, TØRT",4.2,S4,I,4.2,"524
540",0,E0,P404,,MP13,T21,"TP7
TP33",,,AT,"0
(B/E)",V1,,,S20,,43,2008
2008,"ZIRKONIUMPULVER, TØRT",4.2,S4,III,4.2,540,0,E1,"P002
IBC08
LP02
R001","
B3",MP14,T1,TP33,SGAN,,AT,"3
(E)",V1,"VC1
VC2
AP1",,,CE11,40,2008
2008,"ZIRKONIUMPULVER, TØRT",4.2,S4,II,4.2,"524
540",0,E2,"P410
IBC06","
",MP14,T3,TP33,SGAN,,AT,"2
(D/E)",V1,,,,CE10,40,2008
2009,"ZIRKONIUM, TØRT, bearbeidet til plater, bånd eller trådkveiler",4.2,S4,III,4.2,"524
592",0,E1,"P002
LP02
R001",,MP14,,,,,,"3
(E)",V1,"VC1
VC2
AP1",,,CE11,40,2009
2010,MAGNESIUMHYDRID,4.3,W2,I,4.3,,0,E0,P403,,MP2,,,,,,"1
(E)",V1,,CV23,S20,,X423,2010
2011,MAGNESIUMFOSFID,4.3,WT2,I,"4.3
+6.1",,0,E0,P403,,MP2,,,,,,"1
(E)",V1,,"CV23
CV28",S20,,X462,2011
2012,KALIUMFOSFID,4.3,WT2,I,"4.3
+6.1",,0,E0,P403,,MP2,,,,,,"1
(E)",V1,,"CV23
CV28",S20,,X462,2012
2013,STRONTIUMFOSFID,4.3,WT2,I,"4.3
+6.1",,0,E0,P403,,MP2,,,,,,"1
(E)",V1,,"CV23
CV28",S20,,X462,2013
2014,"HYDROGENPEROKSID, VANNLØSNING med ikke mindre enn 20 %, men ikke mer enn 60 % hydrogen­peroksid (stabilisert om nødvendig)",5.1,OC1,II,"5.1
+8",,1 L,E2,"P504
IBC02","PP10
B5",MP15,T7,"TP2
TP6
TP24",L4BV(+),"TU3
TC2
TE8
TE11
TT1",AT,"2
(E)",,,CV24,,CE6,58,2014
2015,"HYDROGENPEROKSID, STABILISERT eller HYDROGENPEROKSID, VANNLØSNING, STABILISERT med mer enn 70 % hydrogenperoksid",5.1,OC1,I,"5.1
+8","640N
",0,E0,P501,,MP2,T9,"TP2
TP6
TP24",L4DV(+),"TU3
TU28
TC2
TE8
TE9
TT1",FL,"1
(B/E)",V5,,CV24,S20,,559,2015
2015,"HYDROGENPEROKSID, VANNLØSNING, STABILISERT med mer enn 60 %, og ikke mer enn 70 % hydrogenperoksid",5.1,OC1,I,"5.1
+8","640O
",0,E0,P501,,MP2,T9,"TP2
TP6
TP24",L4BV(+),"TU3
TU28
TC2
TE7
TE8
TE9
TT1",FL,"1
(B/E)",V5,,CV24,S20,,559,2015
2016,"AMMUNISJON, GIFTIG, IKKE EKSPLOSIV uten sprengladning eller utdrivningsladning, uten tennsats",6.1,T10,,6.1,,0,E0,P600,,MP10,,,,,,"2
(E)",,,"CV13
CV28
CV31","S9
S19",CE9,60,2016
2017,"AMMUNISJON, TÅREGASS, IKKE EKSPLOSIV uten sprengladning eller utdrivningsladning, uten tennsats",6.1,TC5,,"6.1
+8",,0,E0,P600,,,,,,,,"2
(E)",,,"CV13
CV28
CV31","S9
S19",,68,2017
2018,"KLORANILINER, I FAST FORM",6.1,T2,II,6.1,,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(D/E)","VC1
VC2
AP7",,"CV13
CV28
CV31","S9
S19",CE9,60,2018
2019,"KLORANILINER, FLYTENDE",6.1,T1,II,6.1,,100 ml,E4,"P001
IBC02",,MP15,T7,TP2,L4BH,"TU15
TE19",AT,"2
(D/E)",,,"CV13
CV28
CV31","S9
S19",CE5,60,2019
2020,"KLORFENOLER, I FAST FORM",6.1,T2,III,6.1,205,5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,SGAH,"TU15
TE19
",AT,"2
(E)",,"VC1
VC2
AP7","CV13
CV28
CV31",S9,CE11,60,2020
2021,"KLORFENOLER, FLYTENDE",6.1,T1,III,6.1,,5 L,E1,"P001
IBC03
LP01
R001",,MP19,T4,TP1,L4BH,"TU15
TE19
",AT,"2
(E)",V12,,"CV13
CV28
CV31",S9,CE8,60,2021
2022,KRESYLSYRE,6.1,TC1,II,"6.1
+8",,100 ml,E4,"P001
IBC02",,MP15,T7,TP2,L4BH,"TU15
TE19",AT,"2
(D/E)",,,"CV13
CV28
CV31","S9
S19",CE5,68,2022
2023,EPIKLORHYDRIN,6.1,TF1,II,"6.1
+3",279,100 ml,E4,"P001
IBC02",,MP15,T7,TP2,L4BH,"TU15
TE19",FL,"2
(D/E)",,,"CV13
CV28
CV31","S2
S9
S19",CE5,63,2023
2024,"KVIKKSØLVFORBINDELSE, ­FLYTENDE, N.O.S",6.1,T4,III,6.1,"43
274",5 L,E1,"P001
IBC03
LP01
R001",,MP19,,,L4BH,"TU15
TE19",AT,"2
(E)",V12,,"CV13
CV28
CV31",S9,CE8,60,2024
2024,"KVIKKSØLVFORBINDELSE, ­FLYTENDE, N.O.S",6.1,T4,I,6.1,"43
274",0,E5,P001,,"MP8
MP17",,,L10CH,"TU14
TU15
TE19
TE21
TU38
TE22",AT,"1
(C/E)",,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",,66,2024
2024,"KVIKKSØLVFORBINDELSE, ­FLYTENDE, N.O.S",6.1,T4,II,6.1,"43
274",100 ml,E4,"P001
IBC02",,MP15,,,L4BH,"TU15
TE19",AT,"2
(D/E)",,,"CV13
CV28
CV31","S9
S19",CE5,60,2024
2025,"KVIKKSØLVFORBINDELSE, I FAST FORM, N.O.S",6.1,T5,I,6.1,"43
66
274
529",0,E5,"P002
IBC07","
",MP18,T6,TP33,S10AH,"TU15
TE19",AT,"1
(C/E)",V10,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",,66,2025
2025,"KVIKKSØLVFORBINDELSE, I FAST FORM, N.O.S",6.1,T5,II,6.1,"43
66
274
529",500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,2025
2025,"KVIKKSØLVFORBINDELSE, I FAST FORM, N.O.S",6.1,T5,III,6.1,"43
66
274
529",5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,SGAH,"TU15
TE19",AT,"2
(E)",,"VC1
VC2
AP7","CV13
CV28
CV31",S9,CE11,60,2025
2026,"FENYLKVIKKSØLVFORBINDELSE, N.O.S",6.1,T3,I,6.1,"43
274",0,E5,"P002
IBC07","
",MP18,T6,TP33,S10AH L10CH,"TU14
TU15
TE19
TE21
TU38
TE22",AT,"1
(C/E)",V10,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",,66,2026
2026,"FENYLKVIKKSØLVFORBINDELSE, N.O.S",6.1,T3,II,6.1,"43
274",500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,2026
2026,"FENYLKVIKKSØLVFORBINDELSE, N.O.S",6.1,T3,III,6.1,"43
274",5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(E)",,"VC1
VC2
AP7","CV13
CV28
CV31",S9,CE11,60,2026
2027,"NATRIUMARSENITT, I FAST FORM",6.1,T5,II,6.1,43,500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19",CE9,60,2027
2028,"BOMBER, RØYK, IKKE EKSPLOSIVE med etsende væske, uten initierings­anordning",8,C11,,8,,0,E0,P803,,,,,,,,"2
(E)",,,,,,80,2028
2029,"HYDRAZIN, VANNFRI",8,CFT,I,"8
+3
+6.1",,0,E0,P001,,"MP8
MP17",,,,,,"1
(E)",,,"CV13
CV28","
S2
S14",,886,2029
2030,"HYDRAZIN, VANNLØSNING med mer enn 37 masseprosent hydrazin",8,CT1,III,"8
+6.1",530,5 L,E1,"P001
IBC03 LP01
R001",,MP19,T4,TP1,L4BN,,AT,"3
(E)",V12,,"CV13
CV28",,CE6,86,2030
2030,"HYDRAZIN, VANNLØSNING med mer enn 37 masseprosent hydrazin",8,CT1,I,"8
+6.1",530,0,E0,P001,,"MP8
MP17",T20,TP2,L10BH,"TU38
TE22",AT,"1
(C/D)",,,"CV13
CV28",S14,CE6,886,2030
2030,"HYDRAZIN, VANNLØSNING med mer enn 37 masseprosent hydrazin",8,CT1,II,"8
+6.1",530,1 L,E0,"P001
IBC02",,MP15,T15,TP2,L4BN,,AT,"2
(E)",,,"CV13
CV28",,CE6,86,2030
2031,"SALPETERSYRE, annet enn rød rykende, med over 70 % salpetersyre",8,CO1,I,"8
+5.1",,0,E0,P001,PP81,"MP8
MP17",T10,"TP2
",L10BH,"TC6
TT1
TU38
TE22",AT,"1
(E)",,,CV24,S14,,885,2031
2031,"SALPETERSYRE, annet enn rød rykende, med minst 65 %, men ikke over 70 % salpetersyre",8,CO1,II,"8
+5.1",,1 L,E2,"P001
IBC02","PP81
B15",MP15,T8,"TP2 
  
",L4BN,TU42,AT,"2
(E)",,,CV24,,CE6,85,2031
2031,"SALPETERSYRE, annet enn rød rykende, med mindre enn 65 % salpetersyre",8,C1,II,8,,1 L,E2,"P001
IBC02","PP81
B15",MP15,T8,TP2,L4BN,TU42,AT,"2
(E)",,,,,CE6,80,2031
2032,"SALPETERSYRE, RØD RYKENDE",8,COT,I,"8
+5.1
+6.1",,0,E0,P602,,"MP8
MP17",T20,"TP2
",L10BH,"TC6
TT1
TU38
TE22",AT,"1
(C/D)",,,"CV13
CV24
CV28",S14,,856,2032
2033,KALIUMMONOKSID,8,C6,II,8,,1 kg,E2,"P002
IBC08","
B4",MP10,T3,TP33,SGAN,,AT,"2
(E)",V11,,,,CE10,80,2033
2034,"HYDROGEN OG METAN ­BLANDING, KOMPRIMERT",2,1F,,"2.1
(+13)",662,0,E0,P200,,MP9,(M),,CxBN(M),"TA4
TT9
TU38
TE22",FL,"2
(B/D)",,,"CV9
CV10
CV36","S2
S20",CE3,23,2034
2035,"1,1,1-TRIFLUORETAN (KJØLE­MEDIUMGASS R 143a)",2,2F,,"2.1
(+13)",662,0,E0,P200,,MP9,T50 (M),,PxBN(M),"TA4
TT9
TU38
TE22
TM6",FL,"2
(B/D)",,,"CV9
CV10
CV36","S2
S20",CE3,23,2035
2036,XENON,2,2A,,"2.2
(+13)","378
392
662",120 ml,E1,P200,,MP9,(M),,PxBN(M),"TA4
TT9
TM6",AT,"3
(C/E)",,,"CV9
CV10
CV36",,CE2,20,2036
2037,"BEHOLDERE, SMÅ, INNEHOLDER GASS (ENGANGSBEHOLDERE MED GASS) uten utløserventil, engangs",2,5A,,2.2,"191
303
327
344",1 L,E0,"P003
 
 
LP200","PP17
PP96
RR6
L2",MP9,,,,,,"3
(E)",V14,,"CV9
CV12",,CE3,20,2037
2037,"BEHOLDERE, SMÅ, INNEHOLDER GASS (ENGANGSBEHOLDERE MED GASS) uten utløserventil, engangs",2,5F,,2.1,"191
303
327
344",1 L,E0,"P003
 
 
LP200","PP17
PP96
RR6
L2",MP9,,,,,,"2
(D)",V14,,"CV9
CV12",S2,CE2,23,2037
2037,"BEHOLDERE, SMÅ, INNEHOLDER GASS (ENGANGSBEHOLDERE MED GASS) uten utløserventil, engangs",2,5O,,"2.2
+5.1","191
303
327
344",1 L,E0,"P003
 
 
LP200","PP17
PP96
RR6
L2",MP9,,,,,,"3
(E)",V14,,"CV9
CV12",,CE2,25,2037
2037,"BEHOLDERE, SMÅ, INNEHOLDER GASS (ENGANGSBEHOLDERE MED GASS) uten utløserventil, engangs",2,5T,,2.3,"303
327
344",120 ml,E0,"P003
 
 
LP200","PP17
PP96
RR6
L2",MP9,,,,,,"1
(D)",V14,,"CV9
CV12",,,26,2037
2037,"BEHOLDERE, SMÅ, INNEHOLDER GASS (ENGANGSBEHOLDERE MED GASS) uten utløserventil, engangs",2,5TC,,"2.3
+8","303
327
344",120 ml,E0,"P003
 
 
LP200","PP17
PP96
RR6
L2",MP9,,,,,,"1
(D)",V14,,"CV9
CV12",,,268,2037
2037,"BEHOLDERE, SMÅ, INNEHOLDER GASS (ENGANGSBEHOLDERE MED GASS) uten utløserventil, engangs",2,5TF,,"2.3
+2.1","303
327
344",120 ml,E0,"P003
 
 
LP200","PP17
PP96
RR6
L2",MP9,,,,,,"1
(D)",V14,,"CV9
CV12","S2 
  
",,263,2037
2037,"BEHOLDERE, SMÅ, INNEHOLDER GASS (ENGANGSBEHOLDERE MED GASS) uten utløserventil, engangs",2,5TFC,,"2.3
+2.1
+8","303
327
344",120 ml,E0,"P003
 
 
LP200","PP17
PP96
RR6
L2",MP9,,,,,,"1
(D",V14,,"CV9
CV12","S2 
  
",,263,2037
2037,"BEHOLDERE, SMÅ, INNEHOLDER GASS (ENGANGSBEHOLDERE MED GASS) uten utløserventil, engangs",2,5TO,,"2.3
+5.1","303
327
344",120 ml,E0,"P003
 
 
LP200","PP17
PP96
RR6
L2",MP9,,,,,,"1
(D)",V14,,"CV9
CV12",,,265,2037
2037,"BEHOLDERE, SMÅ, INNEHOLDER GASS (ENGANGSBEHOLDERE MED GASS) uten utløserventil, engangs",2,5TOC,,"2.3
+5.1
+8","303
327
344",120 ml,E0,"P003
 
 
LP200","PP17
PP96
RR6
L2",MP9,,,,,,"1
(D)",V14,,"CV9
CV12",,,265,2037
2038,"DINITROTOLUENER, FLYTENDE",6.1,T1,II,6.1,,100 ml,E4,"P001
IBC02",,MP15,T7,TP2,L4BH,"TU15
TE19",AT,"2
(D/E)",,,"CV13
CV28
CV31","S9
S19",CE5,60,2038
2044,"2,2-DIMETYLPROPAN",2,2F,,"2.1
(+13)",662,0,E0,P200,,MP9,(M),,PxBN(M),"TA4
TT9
TU38
TE22
TM6",FL,"2
(B/D)",,,"CV9
CV10
CV36","S2
S20",CE3,23,2044
2045,ISOBUTYRALDEHYD (ISOBUTYL­ALDEHYD),3,F1,II,3,,1 L,E2,"P001
IBC02 R001",,MP19,T4,TP1,LGBF,,FL,"2
(D/E)",,,,"S2
S20",CE7,33,2045
2046,KYMENER,3,F1,III,3,,5 L,E1,"P001
IBC03 LP01
R001",,MP19,T2,TP1,LGBF,,FL,"3
(D/E)",V12,,,S2,CE4,30,2046
2047,DIKLORPROPENER,3,F1,II,3,,1 L,E2,"P001
IBC02 R001",,MP19,T4,TP1,LGBF,,FL,"2
(D/E)",,,,"S2
S20",CE7,33,2047
2047,DIKLORPROPENER,3,F1,III,3,,5 L,E1,"P001
IBC03
LP01
R001",,MP19,T2,TP1,LGBF,,FL,"3
(D/E)",V12,,,S2,CE4,30,2047
2048,DICYKLOPENTADIEN,3,F1,III,3,,5 L,E1,"P001
IBC03
LP01
R001",,MP19,T2,TP1,LGBF,,FL,"3
(D/E)",V12,,,S2,CE4,30,2048
2049,DIETYLBENZEN,3,F1,III,3,,5 L,E1,"P001
IBC03
LP01
R001",,MP19,T2,TP1,LGBF,,FL,"3
(D/E)",V12,,,S2,CE4,30,2049
2050,"DIISOBUTYLEN, ISOMERE ­FORBINDELSER",3,F1,II,3,,1 L,E2,"P001
IBC02 R001",,MP19,T4,TP1,LGBF,,FL,"2
(D/E)",,,,"S2
S20",CE7,33,2050
2051,2-DIMETYLAMINOETANOL,8,CF1,II,"8
+3",,1 L,E2,"P001
IBC02",,MP15,T7,TP2,L4BN,,FL,"2
(D/E)",,,,S2,CE6,83,2051
2052,DIPENTEN,3,F1,III,3,,5 L,E1,"P001
IBC03
LP01
R001",,MP19,T2,TP1,LGBF,,FL,"3
(D/E)",V12,,,S2,CE4,30,2052
2053,METYLISOBUTYLKARBINOL,3,F1,III,3,,5 L,E1,"P001
IBC03
LP01
R001",,MP19,T2,TP1,LGBF,,FL,"3
(D/E)",V12,,,S2,CE4,30,2053
2054,MORFOLIN,8,CF1,I,"8
+3",,0,E0,P001,,"MP8
MP17",T10,TP2,L10BH,"TU38
TE22",FL,"1
(D/E)",,,,"S2
S14",,883,2054
2055,"STYREN MONOMER, STABILISERT",3,F1,III,3,"386
676",5 L,E1,"P001
IBC03
LP01
R001",,MP19,T2,TP1,LGBF,,FL,"3
(D/E)","V8
(ADR)
V12",,,"S2
S4",CE4,39,2055
2056,TETRAHYDROFURAN,3,F1,II,3,,1 L,E2,"P001
IBC02 R001",,MP19,T4,TP1,LGBF,,FL,"2
(D/E)",,,,"S2
S20",CE7,33,2056
2057,TRIPROPYLEN,3,F1,II,3,,1 L,E2,"P001
IBC02 R001",,MP19,T4,TP1,LGBF,,FL,"2
(D/E)",,,,"S2
S20",CE7,33,2057
2057,TRIPROPYLEN,3,F1,III,3,,5 L,E1,"P001
IBC03
LP01
R001",,MP19,T2,TP1,LGBF,,FL,"3
(D/E)",V12,,,S2,CE4,30,2057
2058,VALERALDEHYD,3,F1,II,3,,1 L,E2,"P001
IBC02 R001",,MP19,T4,TP1,LGBF,,FL,"2
(D/E)",,,,"S2
S20",CE7,33,2058
2059,"NITROCELLULOSE LØSNING BRANNFARLIG med høyst 12,6 masse­prosent nitrogen i tørrstoff, og høyst 55% nitrocellulose",3,D,III,3,"28
198
531",5 L,E0,"P001
LP01
R001
IBC03",,MP19,T2,TP1,LGBF,,FL,"3
(D/E)",V12,,,"S2
S14",CE4,30,2059
2059,"NITROCELLULOSE LØSNING BRANNFARLIG med høyst 12,6 masse­prosent nitrogen i tørrstoff, og høyst 55% nitrocellulose (damptrykk ved 50°C over 110 kPa)",3,D,II,3,"28
198
531
640C",1 L,E0,"P001
IBC02",,MP19,T4,"TP1
TP8","L1,5BN",,FL,"2
(D/E)",,,,"S2
S14",CE7,33,2059
2059,"NITROCELLULOSE LØSNING BRANNFARLIG med høyst 12,6 masse­prosent nitrogen i tørrstoff, og høyst 55% nitrocellulose (med damptrykk ved 50°C høyst 110 kPa)",3,D,II,3,"28
198
531
640D",1 L,E0,"P001
R001
IBC02",,MP19,T4,"TP1
TP8",LGBF,,FL,"2
(D/E)",,,,"S2
S14",CE7,33,2059
2059,"NITROCELLULOSE LØSNING BRANNFARLIG med høyst 12,6 massep­rosent nitrogen i tørrstoff, og
høyst 55% nitrocellulose",3,D,I,3,"28
198
531",0,E0,P001,,"MP7
MP17",T11,"TP1
TP8
TP27",L4BN,,FL,"1
(D/E)",,,,"S2
S14",,33,2059
2067,AMMONIUMNITRATGJØDSEL,5.1,O2,III,5.1,"306
307
  

",5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,"T1
BK1
BK2
BK3",TP33,SGAV,TU3,AT,"3
(E)",,"VC1
VC2
AP6
AP7",CV24,S23,CE11,50,2067
2071,AMMONIUMNITRAT BASERT GJØDSEL,9,M11,,,193,,,,,,,,,,,,,,,,,,2071
2073,"AMMONIAKKLØSNING, relativ tetthet mindre enn 0,880 ved 15 oC i vann, med mer enn 35 % men ikke over 50 % ammoniakk",2,4A,,2.2,,120 ml,E0,P200,,MP9,(M),,PxBN(M),"TA4
TT9
TM6",AT,"3
(E)",,,"CV9
CV10",,CE2,20,2073
2074,"AKRYLAMID, I FAST FORM",6.1,T2,III,6.1,,5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,SGAH L4BH,"TU15
TE19
",AT,"2
(E)",,"VC1
VC2
AP7","CV13
CV28
CV31",S9,CE11,60,2074
2075,"KLORAL, VANNFRI, STABILISERT",6.1,T1,II,6.1,,100 ml,E4,"P001
IBC02",,MP15,T7,TP2,L4BH,"TU15
TE19",AT,"2
(D/E)",,,"CV13
CV28
CV31","S9
S19",CE5,69,2075
2076,"KRESOLER, FLYTENDE",6.1,TC1,II,"6.1
+8",,100 ml,E4,"P001
IBC02",,MP15,T7,TP2,L4BH,"TU15
TE19",AT,"2
(D/E)",,,"CV13
CV28
CV31","S9
S19",CE5,68,2076
2077,alfa-NAFTYLAMIN,6.1,T2,III,6.1,,5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,"SGAH
L4BH","TU15
TE19",AT,"2
(E)",,"VC1
VC2
AP7","CV13
CV28
CV31",S9,CE11,60,2077
2078,TOLUENDIISOCYANAT,6.1,T1,II,6.1,279,100 ml,E4,"P001
IBC02",,MP15,T7,TP2,L4BH,"TU15
TE19",AT,"2
(D/E)",,,"CV13
CV28
CV31","S9
S19",CE5,60,2078
2079,DIETYLENTRIAMIN,8,C7,II,8,,1 L,E2,"P001
IBC02",,MP15,T7,TP2,L4BN,,AT,"2
(E)",,,,,CE6,80,2079
2186,"HYDROGENKLORID, NEDKJØLT FLYTENDE",2,3TC,Ikke tillatt transportert,Ikke tillatt transportert,Ikke tillatt transportert,Ikke tillatt transportert,Ikke tillatt transportert,Ikke tillatt transportert,Ikke tillatt transportert,Ikke tillatt transportert,Ikke tillatt transportert,Ikke tillatt transportert,Ikke tillatt transportert,Ikke tillatt transportert,Ikke tillatt transportert,Ikke tillatt transportert,Ikke tillatt transportert,Ikke tillatt transportert,Ikke tillatt transportert,Ikke tillatt transportert,Ikke tillatt transportert,Ikke tillatt transportert,2186
2187,"KARBONDIOKSID, NEDKJØLT FLYTENDE",2,3A,,"2.2
(+13)",,120 ml,E1,P203,,MP9,T75,TP5,RxBN,"TA4
TT9
TU19
TM6",AT,"3
(C/E)","V5
",,"CV9
CV11
CV36",S20,CE2,22,2187
2188,ARSIN,2,2TF,,"2.3
+2.1",,0,E0,P200,,MP9,,,,,,"1
(D)",,,"CV9
CV10
CV36","S2
S14",,263,2188
2189,DIKLORSILAN,2,2TFC,,"2.3
+2.1
+8
(+13)",,0,E0,P200,,MP9,(M),,PxBH(M),"TA4
TT9
TE25
TU38
TE22
TM6",FL,"1
(B/D)",,,"CV9
CV10
CV36","S2
S14",,263,2189
2190,"OKSYGENDIFLUORID, ­KOMPRIMERT",2,1TOC,,"2.3
+5.1
+8",,0,E0,P200,,MP9,,,,,,"1
(D)",,,"CV9
CV10
CV36",S14,,265,2190
2191,SULFYRULFLUORID,2,2T,,"2.3
(+13)",,0,E0,P200,,MP9,(M),,PxBH(M),"TA4
TT9
TE25
TU38
TE22
TM6",AT,"1
(C/D)",,,"CV9
CV10
CV36",S14,,26,2191
2192,GERMAN,2,2TF,,"2.3
+2.1",632,0,E0,P200,,MP9,(M),,,,FL,"1
(B/D)",,,"CV9
CV10
CV36","S2
S14",,263,2192
2193,"HEKSAFLUORETAN, (­KJØLE­MEDIUMGASS R 116)",2,2A,,"2.2
(+13)",662,120 ml,E1,P200,,MP9,(M),,PxBN(M),"TA4
TT9
TM6",AT,"3
(C/E)",,,"CV9
CV10
CV36",,CE3,20,2193
2194,SELENHEXAFLUORID,2,2TC,,"2.3
+8",,0,E0,P200,,MP9,,,,,,"1
(D)",,,"CV9
CV10
CV36",S14,,268,2194
2195,TELLURHEXAFLUORID,2,2TC,,"2.3
+8",,0,E0,P200,,MP9,,,,,,"1
(D)",,,"CV9
CV10
CV36",S14,,268,2195
2196,WOLFRAMHEXAFLUORID,2,2TC,,"2.3
+8",,0,E0,P200,,MP9,,,,,,"1
(D)",,,"CV9
CV10
CV36",S14,,268,2196
2197,"HYDROGENJODID, VANNFRI",2,2TC,,"2.3
+8
(+13)",,0,E0,P200,,MP9,(M),,PxBH(M),"TA4
TT9
TE25
TU38
TE22
TM6",AT,"1
(C/D)",,,"CV9
CV10
CV36",S14,,268,2197
2198,FOSFORPENTAFLUORID,2,2TC,,"2.3
+8",,0,E0,P200,,MP9,,,,,,"1
(D)",,,"CV9
CV10
CV36",S14,,268,2198
2199,FOSFIN,2,2TF,,"2.3
+2.1","632
662",0,E0,P200,,MP9,,,,,,"1
(D)",,,"CV9
CV10
CV36","S2
S14",,263,2199
2200,"PROPADIEN, STABILISERT",2,2F,,"2.1
(+13)","386
662
676",0,E0,P200,,MP9,(M),,PxBN(M),"TA4
TT9
TU38
TE22
TM6",FL,"2
(B/D)","V8
(ADR)",,"CV9
CV10
CV36","S2
S4
S20",CE3,239,2200
2201,"NITROGENOKSID, NEDKJØLT FLYTENDE",2,3O,,"2.2
+5.1
(+13)",,0,E0,P203,,MP9,T75,"TP5
TP22",RxBN,"TA4
TT9
TU7
TU19
TM6",AT,"3
(C/E)","V5
",,"CV9
CV11
CV36",S20,CE2,225,2201
2202,"HYDROGENSELENID, VANNFRI",2,2TF,,"2.3
+ 2.1",,0,E0,P200,,MP9,,,,,,"1
(D)",,,"CV9
CV10
CV36","S2
S14",,263,2202
2203,SILAN,2,2F,,"2.1
(+13)","632
662",0,E0,P200,,MP9,(M),,PxBN(M),"TA4
TT9
TU38
TE22
TM6",FL,"2
(B/D)",,,"CV9
CV10
CV36",S2,,23,2203
